日期,星期,商品,天气,是否周末,是否促销,销量,客单价,销售额
4/19/2024,周五,芝士奶盖,多云,FALSE,FALSE,17,19,323
3/31/2024,周日,可可奶茶,阴,TRUE,FALSE,-1,15,630
5/12/2024,周日,抹茶拿铁,晴,TRUE,FALSE,37,12,444
5/7/2024,周二,青稞奶茶,雪,FALSE,TRUE,44,13,572
5/24/2024,周五,芋泥波波,雪,FALSE,TRUE,42,10,420
5/5/2024,周日,抹茶拿铁,雨,TRUE,FALSE,47,14,658
5/28/2024,周二,冰美式,雪,FALSE,FALSE,29,17,493
5/13/2024,周一,珍珠奶茶,雪,FALSE,TRUE,37,13,481
4/5/2024,周五,青稞奶茶,雪,FALSE,FALSE,18,10,180
5/17/2024,周五,杨枝甘露,阴,FALSE,FALSE,16,20,320
3/31/2024,周日,抹茶拿铁,雪,TRUE,FALSE,35,11,385
5/16/2024,周四,杨枝甘露,阴,FALSE,FALSE,28,21,588
3/22/2024,周五,柠檬茶,晴,FALSE,FALSE,22,10,220
4/21/2024,周日,抹茶拿铁,阴,TRUE,FALSE,42,13,546
5/30/2024,周四,水果茶,雨,FALSE,TRUE,41,14,574
4/27/2024,周六,水果茶,雪,TRUE,FALSE,35,11,385
5/21/2024,周二,芝士奶盖,雪,FALSE,FALSE,27,15,405
3/13/2024,周三,青稞奶茶,阴,FALSE,FALSE,25,20,500
3/25/2024,周一,可可奶茶,多云,FALSE,FALSE,-1,20,400
3/2/2024,周六,水果茶,雪,TRUE,TRUE,50,13,650
4/2/2024,周二,柠檬茶,晴,FALSE,FALSE,11,19,209
3/28/2024,周四,冰美式,晴,FALSE,TRUE,34,16,544
5/22/2024,周三,冰美式,晴,FALSE,FALSE,19,14,266
3/10/2024,周日,抹茶拿铁,阴,TRUE,FALSE,43,15,645
3/10/2024,周日,青稞奶茶,阴,TRUE,FALSE,26,14,364
4/3/2024,周三,杨枝甘露,晴,FALSE,FALSE,27,22,594
5/22/2024,周三,抹茶拿铁,多云,FALSE,FALSE,19,13,247
3/14/2024,周四,抹茶拿铁,晴,FALSE,TRUE,38,14,532
3/3/2024,周日,抹茶拿铁,晴,TRUE,FALSE,39,16,624
5/29/2024,周三,芝士奶盖,雪,FALSE,TRUE,46,16,736
3/9/2024,周六,可可奶茶,晴,TRUE,FALSE,39,11,429
4/15/2024,周一,芝士奶盖,阴,FALSE,TRUE,40,15,600
4/13/2024,周六,芋泥波波,雨,TRUE,FALSE,0,18,738
5/24/2024,周五,柠檬茶,阴,FALSE,FALSE,29,15,435
5/20/2024,周一,抹茶拿铁,多云,FALSE,TRUE,35,13,455
3/9/2024,周六,可可奶茶,雨,TRUE,FALSE,-1,10,520
4/13/2024,周六,珍珠奶茶,晴,TRUE,FALSE,47,15,705
5/8/2024,周三,杨枝甘露,晴,FALSE,TRUE,36,18,648
5/19/2024,周日,珍珠奶茶,多云,TRUE,TRUE,52,14,728
3/13/2024,周三,抹茶拿铁,雪,FALSE,TRUE,27,17,459
5/18/2024,周六,柠檬茶,多云,TRUE,FALSE,37,16,592
5/27/2024,周一,冰美式,雨,FALSE,FALSE,17,10,170
4/12/2024,周五,芋泥波波,雨,FALSE,TRUE,31,15,465
4/26/2024,周五,柠檬茶,多云,FALSE,TRUE,40,16,640
3/3/2024,周日,抹茶拿铁,晴,TRUE,TRUE,48,19,912
4/23/2024,周二,抹茶拿铁,多云,FALSE,TRUE,36,17,612
3/23/2024,周六,冰美式,雪,TRUE,TRUE,52,11,572
4/8/2024,周一,芝士奶盖,晴,FALSE,FALSE,26,11,286
3/13/2024,周三,冰美式,雪,FALSE,FALSE,28,20,560
4/5/2024,周五,珍珠奶茶,晴,FALSE,FALSE,26,15,390
3/21/2024,周四,珍珠奶茶,雨,FALSE,FALSE,17,14,238
4/28/2024,周日,珍珠奶茶,晴,TRUE,FALSE,30,13,390
5/2/2024,周四,可可奶茶,晴,FALSE,FALSE,20,19,380
4/23/2024,周二,柠檬茶,多云,FALSE,FALSE,25,13,325
4/22/2024,周一,柠檬茶,多云,FALSE,TRUE,48,10,480
3/19/2024,周二,柠檬茶,多云,FALSE,FALSE,26,17,442
5/20/2024,周一,芝士奶盖,多云,FALSE,FALSE,18,19,342
3/18/2024,周一,芋泥波波,阴,FALSE,FALSE,29,13,377
5/17/2024,周五,杨枝甘露,雪,FALSE,FALSE,18,18,324
5/6/2024,周一,抹茶拿铁,雪,FALSE,FALSE,0,14,322
4/1/2024,周一,柠檬茶,阴,FALSE,FALSE,29,12,348
3/1/2024,周五,水果茶,晴,FALSE,FALSE,19,10,190
4/20/2024,周六,抹茶拿铁,阴,TRUE,FALSE,29,18,522
5/28/2024,周二,水果茶,多云,FALSE,FALSE,19,20,380
3/3/2024,周日,抹茶拿铁,多云,TRUE,FALSE,0,19,817
4/29/2024,周一,杨枝甘露,多云,FALSE,FALSE,27,21,567
3/1/2024,周五,芋泥波波,雨,FALSE,FALSE,26,16,416
5/29/2024,周三,冰美式,晴,FALSE,FALSE,21,10,210
5/26/2024,周日,芝士奶盖,晴,TRUE,FALSE,0,19,627
3/23/2024,周六,可可奶茶,雪,TRUE,FALSE,30,12,360
3/31/2024,周日,可可奶茶,阴,TRUE,FALSE,37,13,481
3/29/2024,周五,芝士奶盖,雨,FALSE,FALSE,27,14,378
4/17/2024,周三,芝士奶盖,阴,FALSE,FALSE,25,17,425
5/26/2024,周日,可可奶茶,阴,TRUE,FALSE,44,11,484
4/28/2024,周日,芋泥波波,阴,TRUE,FALSE,31,11,341
4/5/2024,周五,芋泥波波,阴,FALSE,TRUE,0,20,700
5/27/2024,周一,可可奶茶,阴,FALSE,FALSE,-1,20,420
3/9/2024,周六,珍珠奶茶,雪,TRUE,FALSE,38,14,532
4/11/2024,周四,抹茶拿铁,阴,FALSE,FALSE,26,14,364
4/3/2024,周三,柠檬茶,雨,FALSE,FALSE,34,12,408
4/28/2024,周日,杨枝甘露,多云,TRUE,FALSE,48,19,912
5/30/2024,周四,杨枝甘露,多云,FALSE,TRUE,39,19,741
4/17/2024,周三,杨枝甘露,雪,FALSE,FALSE,26,20,520
3/19/2024,周二,芝士奶盖,雪,FALSE,FALSE,32,14,448
3/4/2024,周一,水果茶,多云,FALSE,FALSE,999,12,360
5/9/2024,周四,可可奶茶,雨,FALSE,FALSE,24,19,456
5/12/2024,周日,抹茶拿铁,晴,TRUE,FALSE,35,12,420
3/15/2024,周五,青稞奶茶,阴,FALSE,FALSE,13,17,221
4/11/2024,周四,珍珠奶茶,雪,FALSE,FALSE,999,13,260
4/27/2024,周六,芋泥波波,阴,TRUE,TRUE,65,19,1235
3/8/2024,周五,芝士奶盖,多云,FALSE,FALSE,28,15,420
3/2/2024,周六,青稞奶茶,雨,TRUE,FALSE,43,18,774
4/26/2024,周五,水果茶,雨,FALSE,TRUE,46,12,552
5/16/2024,周四,芋泥波波,多云,FALSE,FALSE,22,15,330
5/15/2024,周三,水果茶,晴,FALSE,FALSE,16,16,256
4/29/2024,周一,冰美式,多云,FALSE,TRUE,34,18,612
4/8/2024,周一,冰美式,阴,FALSE,FALSE,-1,13,338
3/20/2024,周三,青稞奶茶,阴,FALSE,TRUE,43,16,688
5/28/2024,周二,柠檬茶,晴,FALSE,FALSE,17,11,187
4/16/2024,周二,冰美式,雪,FALSE,FALSE,29,20,580
5/28/2024,周二,芋泥波波,雪,FALSE,FALSE,21,14,294
3/8/2024,周五,杨枝甘露,阴,FALSE,FALSE,22,20,440
4/4/2024,周四,芝士奶盖,雨,FALSE,TRUE,45,20,900
5/5/2024,周日,柠檬茶,多云,TRUE,FALSE,54,12,648
4/10/2024,周三,青稞奶茶,雨,FALSE,TRUE,999,12,504
4/6/2024,周六,芝士奶盖,阴,TRUE,FALSE,42,11,462
5/4/2024,周六,柠檬茶,雪,TRUE,FALSE,39,18,702
5/29/2024,周三,芋泥波波,阴,FALSE,FALSE,24,12,288
5/1/2024,周三,芝士奶盖,雨,FALSE,TRUE,45,18,810
4/13/2024,周六,杨枝甘露,晴,TRUE,FALSE,35,19,665
5/28/2024,周二,杨枝甘露,雨,FALSE,TRUE,30,21,630
3/15/2024,周五,芋泥波波,阴,FALSE,FALSE,10,13,130
5/24/2024,周五,可可奶茶,阴,FALSE,TRUE,25,11,275
3/2/2024,周六,芋泥波波,雪,TRUE,FALSE,31,12,372
3/4/2024,周一,芋泥波波,雨,FALSE,FALSE,19,15,285
5/4/2024,周六,冰美式,雪,TRUE,FALSE,33,19,627
5/7/2024,周二,柠檬茶,雨,FALSE,FALSE,31,10,310
3/13/2024,周三,柠檬茶,雨,FALSE,TRUE,60,12,720
4/18/2024,周四,水果茶,雪,FALSE,FALSE,17,15,255
3/15/2024,周五,可可奶茶,阴,FALSE,FALSE,18,18,324
3/11/2024,周一,芝士奶盖,晴,FALSE,FALSE,32,19,608
5/27/2024,周一,抹茶拿铁,雪,FALSE,FALSE,23,13,299
4/30/2024,周二,芝士奶盖,晴,FALSE,FALSE,22,20,440
4/26/2024,周五,可可奶茶,晴,FALSE,TRUE,37,11,407
3/22/2024,周五,芋泥波波,多云,FALSE,FALSE,30,16,480
4/24/2024,周三,抹茶拿铁,雪,FALSE,FALSE,28,16,448
5/25/2024,周六,冰美式,阴,TRUE,FALSE,39,17,663
4/2/2024,周二,抹茶拿铁,多云,FALSE,FALSE,27,10,270
3/7/2024,周四,芋泥波波,晴,FALSE,FALSE,31,19,589
3/20/2024,周三,青稞奶茶,晴,FALSE,FALSE,21,17,357
3/26/2024,周二,青稞奶茶,阴,FALSE,FALSE,33,15,495
5/9/2024,周四,可可奶茶,晴,FALSE,FALSE,11,16,176
4/18/2024,周四,抹茶拿铁,晴,FALSE,TRUE,52,14,728
3/22/2024,周五,抹茶拿铁,多云,FALSE,FALSE,29,17,493
5/12/2024,周日,抹茶拿铁,雪,TRUE,FALSE,49,18,882
5/4/2024,周六,珍珠奶茶,雨,TRUE,FALSE,43,14,602
4/6/2024,周六,芝士奶盖,晴,TRUE,FALSE,28,15,420
5/14/2024,周二,珍珠奶茶,阴,FALSE,TRUE,40,15,600
5/24/2024,周五,柠檬茶,多云,FALSE,FALSE,26,11,286
3/9/2024,周六,青稞奶茶,雨,TRUE,TRUE,51,10,510
4/24/2024,周三,冰美式,雨,FALSE,TRUE,49,10,490
4/18/2024,周四,冰美式,雨,FALSE,FALSE,29,11,319
3/27/2024,周三,芝士奶盖,雪,FALSE,FALSE,35,15,525
4/8/2024,周一,芝士奶盖,多云,FALSE,FALSE,24,18,432
4/3/2024,周三,珍珠奶茶,雪,FALSE,FALSE,22,12,264
5/14/2024,周二,芋泥波波,雨,FALSE,TRUE,45,16,720
3/10/2024,周日,青稞奶茶,雨,TRUE,FALSE,49,15,735
4/21/2024,周日,青稞奶茶,雪,TRUE,FALSE,52,12,624
5/20/2024,周一,可可奶茶,雪,FALSE,FALSE,25,17,425
5/21/2024,周二,可可奶茶,雪,FALSE,FALSE,23,18,414
4/29/2024,周一,杨枝甘露,多云,FALSE,FALSE,21,21,441
3/9/2024,周六,柠檬茶,雨,TRUE,FALSE,51,20,1020
4/21/2024,周日,柠檬茶,多云,TRUE,TRUE,45,17,765
4/25/2024,周四,水果茶,多云,FALSE,TRUE,23,14,322
4/5/2024,周五,可可奶茶,晴,FALSE,FALSE,22,10,220
3/11/2024,周一,芝士奶盖,晴,FALSE,FALSE,25,15,375
3/12/2024,周二,水果茶,多云,FALSE,TRUE,33,18,594
5/14/2024,周二,可可奶茶,阴,FALSE,FALSE,21,19,399
4/10/2024,周三,芝士奶盖,多云,FALSE,FALSE,25,12,300
3/28/2024,周四,青稞奶茶,阴,FALSE,FALSE,33,10,330
4/17/2024,周三,芋泥波波,雪,FALSE,FALSE,30,13,390
3/19/2024,周二,芝士奶盖,雨,FALSE,FALSE,25,20,500
5/17/2024,周五,珍珠奶茶,多云,FALSE,FALSE,17,14,238
5/29/2024,周三,芝士奶盖,雪,FALSE,FALSE,0,16,320
4/2/2024,周二,青稞奶茶,多云,FALSE,FALSE,14,17,238
5/22/2024,周三,水果茶,雨,FALSE,FALSE,18,17,306
4/12/2024,周五,水果茶,多云,FALSE,FALSE,21,11,231
5/17/2024,周五,可可奶茶,阴,FALSE,FALSE,20,20,400
5/20/2024,周一,抹茶拿铁,晴,FALSE,FALSE,24,14,336
3/11/2024,周一,芋泥波波,多云,FALSE,FALSE,25,12,300
5/27/2024,周一,水果茶,阴,FALSE,FALSE,22,14,308
5/15/2024,周三,芝士奶盖,多云,FALSE,TRUE,36,16,576
5/13/2024,周一,柠檬茶,晴,FALSE,FALSE,20,19,380
3/12/2024,周二,抹茶拿铁,雨,FALSE,FALSE,18,10,180
4/24/2024,周三,冰美式,多云,FALSE,TRUE,35,19,665
5/31/2024,周五,可可奶茶,阴,FALSE,FALSE,30,11,330
3/27/2024,周三,柠檬茶,雨,FALSE,FALSE,36,13,468
4/6/2024,周六,柠檬茶,多云,TRUE,FALSE,40,10,400
4/3/2024,周三,柠檬茶,多云,FALSE,FALSE,34,20,680
3/2/2024,周六,抹茶拿铁,雨,TRUE,FALSE,35,20,700
4/19/2024,周五,水果茶,晴,FALSE,TRUE,28,15,420
4/30/2024,周二,芝士奶盖,晴,FALSE,FALSE,20,16,320
4/20/2024,周六,芝士奶盖,雪,TRUE,TRUE,45,12,540
4/13/2024,周六,抹茶拿铁,晴,TRUE,FALSE,37,16,592
3/15/2024,周五,芝士奶盖,多云,FALSE,FALSE,15,15,225
4/6/2024,周六,青稞奶茶,雨,TRUE,FALSE,50,12,600
5/2/2024,周四,杨枝甘露,晴,FALSE,TRUE,0,19,703
3/21/2024,周四,抹茶拿铁,晴,FALSE,FALSE,30,10,300
5/30/2024,周四,可可奶茶,阴,FALSE,FALSE,27,11,297
3/27/2024,周三,青稞奶茶,多云,FALSE,FALSE,19,19,361
5/14/2024,周二,柠檬茶,雪,FALSE,FALSE,12,16,192
4/1/2024,周一,抹茶拿铁,雨,FALSE,TRUE,43,11,473
5/15/2024,周三,芋泥波波,多云,FALSE,TRUE,47,17,799
4/4/2024,周四,冰美式,雨,FALSE,FALSE,20,19,380
4/11/2024,周四,冰美式,多云,FALSE,FALSE,24,14,336
3/8/2024,周五,芋泥波波,晴,FALSE,FALSE,24,13,312
4/21/2024,周日,芋泥波波,多云,TRUE,TRUE,45,20,900
5/23/2024,周四,杨枝甘露,雨,FALSE,FALSE,19,20,380
5/17/2024,周五,杨枝甘露,晴,FALSE,FALSE,29,19,551
4/19/2024,周五,抹茶拿铁,雪,FALSE,FALSE,19,16,304
5/18/2024,周六,杨枝甘露,阴,TRUE,TRUE,61,21,1281
5/22/2024,周三,杨枝甘露,雪,FALSE,FALSE,33,18,594
4/25/2024,周四,芋泥波波,雨,FALSE,TRUE,47,14,658
5/6/2024,周一,水果茶,雪,FALSE,TRUE,30,18,540
4/24/2024,周三,水果茶,阴,FALSE,FALSE,22,14,308
5/14/2024,周二,芋泥波波,晴,FALSE,FALSE,17,12,204
4/20/2024,周六,珍珠奶茶,阴,TRUE,FALSE,31,14,434
4/28/2024,周日,抹茶拿铁,雨,TRUE,FALSE,46,13,598
5/17/2024,周五,青稞奶茶,阴,FALSE,FALSE,13,16,208
3/22/2024,周五,抹茶拿铁,阴,FALSE,FALSE,33,17,561
5/18/2024,周六,芝士奶盖,雨,TRUE,TRUE,49,13,637
3/3/2024,周日,柠檬茶,多云,TRUE,FALSE,27,20,540
5/20/2024,周一,可可奶茶,晴,FALSE,FALSE,23,12,276
3/3/2024,周日,芋泥波波,多云,TRUE,FALSE,37,17,629
4/27/2024,周六,冰美式,多云,TRUE,FALSE,38,10,380
3/14/2024,周四,水果茶,阴,FALSE,FALSE,32,18,576
3/5/2024,周二,抹茶拿铁,阴,FALSE,FALSE,31,20,620
5/2/2024,周四,柠檬茶,雪,FALSE,TRUE,35,18,630
5/22/2024,周三,水果茶,晴,FALSE,FALSE,35,15,525
4/25/2024,周四,珍珠奶茶,雨,FALSE,FALSE,22,14,308
5/4/2024,周六,柠檬茶,雨,TRUE,FALSE,67,17,1139
4/7/2024,周日,水果茶,雨,TRUE,FALSE,40,19,760
5/28/2024,周二,芋泥波波,多云,FALSE,TRUE,46,17,782
4/23/2024,周二,抹茶拿铁,多云,FALSE,FALSE,19,10,190
4/3/2024,周三,芝士奶盖,多云,FALSE,FALSE,23,10,230
4/13/2024,周六,水果茶,雪,TRUE,FALSE,36,13,468
4/13/2024,周六,芝士奶盖,雪,TRUE,FALSE,28,18,504
3/14/2024,周四,珍珠奶茶,阴,FALSE,FALSE,25,12,300
5/18/2024,周六,芋泥波波,晴,TRUE,FALSE,44,20,880
3/27/2024,周三,芝士奶盖,雨,FALSE,FALSE,23,17,391
3/13/2024,周三,杨枝甘露,雨,FALSE,FALSE,22,19,418
4/23/2024,周二,珍珠奶茶,阴,FALSE,FALSE,25,13,325
4/17/2024,周三,水果茶,多云,FALSE,TRUE,45,13,585
4/24/2024,周三,水果茶,阴,FALSE,FALSE,31,20,620
3/4/2024,周一,抹茶拿铁,晴,FALSE,FALSE,22,11,242
4/10/2024,周三,水果茶,阴,FALSE,TRUE,35,20,700
5/13/2024,周一,珍珠奶茶,阴,FALSE,FALSE,29,14,406
4/10/2024,周三,芝士奶盖,雨,FALSE,FALSE,19,12,228
4/27/2024,周六,柠檬茶,雪,TRUE,FALSE,52,17,884
5/23/2024,周四,水果茶,雨,FALSE,TRUE,39,16,624
3/17/2024,周日,可可奶茶,雨,TRUE,FALSE,50,18,900
4/13/2024,周六,杨枝甘露,晴,TRUE,FALSE,33,22,726
4/8/2024,周一,水果茶,晴,FALSE,FALSE,17,20,340
3/16/2024,周六,珍珠奶茶,晴,TRUE,FALSE,54,12,648
3/31/2024,周日,冰美式,雪,TRUE,FALSE,46,15,690
5/25/2024,周六,冰美式,阴,TRUE,FALSE,32,11,352
5/14/2024,周二,柠檬茶,阴,FALSE,TRUE,43,11,473
4/24/2024,周三,杨枝甘露,多云,FALSE,FALSE,30,22,660
5/11/2024,周六,可可奶茶,雨,TRUE,FALSE,47,16,752
5/28/2024,周二,抹茶拿铁,多云,FALSE,TRUE,42,17,714
5/30/2024,周四,可可奶茶,多云,FALSE,FALSE,13,12,156
4/17/2024,周三,芋泥波波,晴,FALSE,TRUE,46,10,460
3/16/2024,周六,芝士奶盖,雨,TRUE,FALSE,41,10,410
3/19/2024,周二,冰美式,晴,FALSE,FALSE,27,14,378
5/2/2024,周四,珍珠奶茶,雪,FALSE,FALSE,13,15,195
4/9/2024,周二,冰美式,雨,FALSE,FALSE,31,19,589
3/18/2024,周一,可可奶茶,阴,FALSE,FALSE,26,15,390
5/19/2024,周日,冰美式,阴,TRUE,FALSE,44,15,660
5/25/2024,周六,抹茶拿铁,晴,TRUE,FALSE,33,19,627
5/30/2024,周四,青稞奶茶,雪,FALSE,TRUE,40,19,760
5/12/2024,周日,可可奶茶,阴,TRUE,FALSE,31,11,341
5/8/2024,周三,杨枝甘露,雨,FALSE,FALSE,13,22,286
5/8/2024,周三,冰美式,阴,FALSE,FALSE,27,10,270
3/24/2024,周日,水果茶,雪,TRUE,FALSE,29,11,319
3/13/2024,周三,可可奶茶,雨,FALSE,TRUE,30,12,360
4/22/2024,周一,杨枝甘露,雪,FALSE,FALSE,13,18,234
4/8/2024,周一,水果茶,雨,FALSE,TRUE,32,16,512
3/16/2024,周六,珍珠奶茶,多云,TRUE,FALSE,40,13,520
5/4/2024,周六,水果茶,雨,TRUE,TRUE,53,16,848
3/4/2024,周一,水果茶,晴,FALSE,FALSE,26,20,520
5/11/2024,周六,杨枝甘露,雪,TRUE,FALSE,35,22,770
3/19/2024,周二,芝士奶盖,多云,FALSE,FALSE,21,18,378
3/1/2024,周五,抹茶拿铁,多云,FALSE,TRUE,40,19,760
5/27/2024,周一,水果茶,多云,FALSE,FALSE,999,14,406
5/8/2024,周三,冰美式,雨,FALSE,TRUE,25,18,450
4/25/2024,周四,柠檬茶,雨,FALSE,FALSE,42,14,588
4/11/2024,周四,芝士奶盖,阴,FALSE,FALSE,21,10,210
3/18/2024,周一,珍珠奶茶,晴,FALSE,FALSE,35,13,455
5/29/2024,周三,抹茶拿铁,雪,FALSE,TRUE,52,11,572
5/25/2024,周六,抹茶拿铁,雨,TRUE,FALSE,34,19,646
3/23/2024,周六,珍珠奶茶,阴,TRUE,FALSE,999,15,465
3/3/2024,周日,青稞奶茶,多云,TRUE,TRUE,65,14,910
3/29/2024,周五,柠檬茶,雨,FALSE,FALSE,999,13,507
4/20/2024,周六,芋泥波波,雪,TRUE,FALSE,35,18,630
5/12/2024,周日,冰美式,多云,TRUE,TRUE,56,12,672
5/12/2024,周日,柠檬茶,雨,TRUE,FALSE,49,20,980
4/2/2024,周二,可可奶茶,晴,FALSE,FALSE,34,20,680
3/7/2024,周四,芝士奶盖,阴,FALSE,FALSE,33,18,594
4/16/2024,周二,可可奶茶,多云,FALSE,TRUE,35,17,595
4/20/2024,周六,柠檬茶,晴,TRUE,FALSE,35,13,455
4/24/2024,周三,芋泥波波,多云,FALSE,TRUE,32,20,640
3/4/2024,周一,抹茶拿铁,晴,FALSE,FALSE,33,15,495
4/1/2024,周一,芋泥波波,多云,FALSE,FALSE,25,15,375
3/31/2024,周日,芋泥波波,雪,TRUE,FALSE,45,20,900
3/16/2024,周六,芋泥波波,晴,TRUE,FALSE,27,12,324
4/26/2024,周五,珍珠奶茶,雪,FALSE,FALSE,20,12,240
5/11/2024,周六,珍珠奶茶,阴,TRUE,FALSE,43,15,645
5/16/2024,周四,冰美式,阴,FALSE,FALSE,16,19,304
4/13/2024,周六,珍珠奶茶,雪,TRUE,FALSE,42,12,504
5/16/2024,周四,芋泥波波,雪,FALSE,TRUE,38,15,570
5/19/2024,周日,抹茶拿铁,多云,TRUE,TRUE,40,12,480
4/25/2024,周四,可可奶茶,雨,FALSE,FALSE,29,12,348
4/9/2024,周二,冰美式,雨,FALSE,FALSE,20,18,360
5/26/2024,周日,杨枝甘露,多云,TRUE,FALSE,34,18,612
3/26/2024,周二,柠檬茶,晴,FALSE,FALSE,26,17,442
4/29/2024,周一,冰美式,雪,FALSE,FALSE,25,19,475
4/12/2024,周五,杨枝甘露,阴,FALSE,FALSE,13,21,273
3/1/2024,周五,柠檬茶,阴,FALSE,FALSE,20,17,340
4/12/2024,周五,水果茶,阴,FALSE,TRUE,31,10,310
3/4/2024,周一,可可奶茶,多云,FALSE,FALSE,16,20,320
4/16/2024,周二,珍珠奶茶,多云,FALSE,TRUE,25,14,350
4/13/2024,周六,可可奶茶,多云,TRUE,TRUE,999,11,528
3/18/2024,周一,水果茶,雨,FALSE,FALSE,17,17,289
4/17/2024,周三,杨枝甘露,晴,FALSE,TRUE,38,19,722
5/28/2024,周二,芝士奶盖,雪,FALSE,FALSE,30,13,390
5/18/2024,周六,冰美式,雪,TRUE,FALSE,33,15,495
5/20/2024,周一,青稞奶茶,雪,FALSE,FALSE,21,13,273
4/30/2024,周二,冰美式,多云,FALSE,FALSE,22,18,396
5/6/2024,周一,抹茶拿铁,雨,FALSE,FALSE,23,17,391
5/3/2024,周五,抹茶拿铁,雪,FALSE,FALSE,-1,20,540
3/26/2024,周二,抹茶拿铁,阴,FALSE,FALSE,23,16,368
4/17/2024,周三,青稞奶茶,多云,FALSE,FALSE,16,17,272
3/30/2024,周六,冰美式,阴,TRUE,FALSE,31,16,496
4/25/2024,周四,水果茶,阴,FALSE,FALSE,27,10,270
3/30/2024,周六,青稞奶茶,晴,TRUE,FALSE,46,14,644
5/5/2024,周日,可可奶茶,晴,TRUE,FALSE,48,11,528
4/16/2024,周二,珍珠奶茶,雨,FALSE,TRUE,35,14,490
5/27/2024,周一,青稞奶茶,雪,FALSE,FALSE,0,14,336
4/6/2024,周六,芝士奶盖,阴,TRUE,FALSE,47,10,470
5/5/2024,周日,杨枝甘露,多云,TRUE,FALSE,40,21,840
5/15/2024,周三,可可奶茶,阴,FALSE,FALSE,25,15,375
4/24/2024,周三,水果茶,阴,FALSE,FALSE,24,10,240
5/13/2024,周一,杨枝甘露,晴,FALSE,FALSE,29,20,580
4/23/2024,周二,水果茶,雪,FALSE,FALSE,31,10,310
3/5/2024,周二,杨枝甘露,雨,FALSE,FALSE,23,22,506
4/20/2024,周六,水果茶,阴,TRUE,TRUE,50,17,850
5/12/2024,周日,抹茶拿铁,雨,TRUE,TRUE,66,18,1188
5/28/2024,周二,冰美式,晴,FALSE,TRUE,42,14,588
4/7/2024,周日,可可奶茶,阴,TRUE,TRUE,45,12,540
4/22/2024,周一,水果茶,晴,FALSE,TRUE,38,11,418
3/27/2024,周三,杨枝甘露,雨,FALSE,FALSE,26,21,546
5/13/2024,周一,青稞奶茶,雪,FALSE,FALSE,23,14,322
3/19/2024,周二,抹茶拿铁,阴,FALSE,FALSE,15,18,270
5/12/2024,周日,抹茶拿铁,阴,TRUE,FALSE,40,14,560
4/28/2024,周日,芝士奶盖,阴,TRUE,FALSE,36,16,576
5/19/2024,周日,水果茶,阴,TRUE,FALSE,41,19,779
5/29/2024,周三,珍珠奶茶,多云,FALSE,FALSE,27,14,378
3/9/2024,周六,柠檬茶,阴,TRUE,FALSE,48,11,528
3/10/2024,周日,芋泥波波,雨,TRUE,FALSE,43,14,602
3/6/2024,周三,抹茶拿铁,晴,FALSE,FALSE,20,17,340
4/21/2024,周日,柠檬茶,晴,TRUE,TRUE,50,15,750
4/29/2024,周一,抹茶拿铁,晴,FALSE,TRUE,47,17,799
4/5/2024,周五,杨枝甘露,晴,FALSE,FALSE,17,20,340
4/20/2024,周六,杨枝甘露,晴,TRUE,FALSE,29,21,609
3/28/2024,周四,珍珠奶茶,阴,FALSE,FALSE,26,12,312
4/9/2024,周二,抹茶拿铁,雪,FALSE,TRUE,30,13,390
3/31/2024,周日,柠檬茶,晴,TRUE,FALSE,27,15,405
5/27/2024,周一,芋泥波波,晴,FALSE,FALSE,27,12,324
3/6/2024,周三,水果茶,雨,FALSE,FALSE,23,13,299
5/9/2024,周四,水果茶,晴,FALSE,FALSE,24,15,360
3/2/2024,周六,水果茶,雨,TRUE,TRUE,65,13,845
4/5/2024,周五,冰美式,晴,FALSE,TRUE,40,14,560
5/3/2024,周五,芋泥波波,雨,FALSE,FALSE,24,15,360
5/29/2024,周三,水果茶,雨,FALSE,TRUE,39,17,663
3/3/2024,周日,冰美式,阴,TRUE,FALSE,53,13,689
5/30/2024,周四,珍珠奶茶,晴,FALSE,FALSE,18,14,252
4/24/2024,周三,柠檬茶,晴,FALSE,TRUE,33,13,429
3/27/2024,周三,珍珠奶茶,雪,FALSE,FALSE,24,14,336
4/10/2024,周三,珍珠奶茶,雨,FALSE,FALSE,26,14,364
3/27/2024,周三,可可奶茶,多云,FALSE,FALSE,14,19,266
5/6/2024,周一,芝士奶盖,阴,FALSE,FALSE,16,17,272
3/25/2024,周一,珍珠奶茶,多云,FALSE,TRUE,35,13,455
3/11/2024,周一,水果茶,雨,FALSE,TRUE,40,16,640
4/1/2024,周一,青稞奶茶,雪,FALSE,FALSE,29,13,377
5/1/2024,周三,芋泥波波,阴,FALSE,FALSE,28,17,476
5/18/2024,周六,水果茶,阴,TRUE,TRUE,51,11,561
4/8/2024,周一,冰美式,雪,FALSE,FALSE,18,16,288
4/28/2024,周日,青稞奶茶,雪,TRUE,FALSE,38,15,570
4/30/2024,周二,柠檬茶,多云,FALSE,TRUE,37,17,629
4/23/2024,周二,水果茶,阴,FALSE,FALSE,31,19,589
3/5/2024,周二,芋泥波波,雪,FALSE,TRUE,42,15,630
5/2/2024,周四,芝士奶盖,阴,FALSE,FALSE,14,13,182
4/16/2024,周二,珍珠奶茶,雨,FALSE,FALSE,24,13,312
5/17/2024,周五,冰美式,晴,FALSE,TRUE,36,16,576
